Measure Mode: wall_time
Thread ID: 70212817918080
Fiber ID: 70212812661460
Total: 0.091663
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.03      0.000     0.000     0.000     0.000       31   SQLite3::Statement#column_decltype 
  0.03      0.000     0.000     0.000     0.000        8   Module#initialize 
  0.03      0.000     0.000     0.000     0.000        4   ActiveRecord::ModelSchema::ClassMethods#full_table_name_prefix 
  0.03      0.000     0.000     0.000     0.000        9   ActiveSupport::Notifications::Event#duration 
  0.03      0.000     0.000     0.000     0.000        2   ThreadSafe::NonConcurrentCacheBackend#compute_if_absent 
  0.03      0.001     0.000     0.000     0.001        7  *ActiveRecord::Core::ClassMethods#arel_table 
  0.03      0.010     0.000     0.000     0.010        8   ActiveRecord::ConnectionAdapters::SQLite3Adapter#exec_query 
  0.03      0.001     0.000     0.000     0.001        4   ActiveRecord::Delegation::DelegateCache#initialize_relation_delegate_cache 
  0.03      0.000     0.000     0.000     0.000        8   ActiveRecord::Associations::Builder::Association#validate_options 
  0.03      0.000     0.000     0.000     0.000        8   SQLite3::Statement#close 
  0.03      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::ConnectionPool#connection 
  0.03      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::JoinDependency::JoinAssociation#build_constraint 
  0.03      0.000     0.000     0.000     0.000        4   Array#uniq! 
  0.03      0.000     0.000     0.000     0.000        2   Logger#add 
  0.03      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Associations::Builder::Association>#create_builder 
  0.03      0.000     0.000     0.000     0.000       11   Module#anonymous? 
  0.03      0.001     0.000     0.000     0.001        4   ActiveSupport::Dependencies::WatchStack#new_constants 
  0.03      0.000     0.000     0.000     0.000        8   ActiveSupport::LogSubscriber#start 
  0.03      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::ExplainRegistry>#collect? 
  0.03      0.003     0.000     0.000     0.003        3   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#reset_primary_key 
  0.03      0.000     0.000     0.000     0.000        5   ActiveRecord::Inheritance::ClassMethods#finder_needs_type_condition? 
  0.03      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::DescendantsTracker>#store_inherited 
  0.03      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::BelongsTo>#add_counter_cache_methods 
  0.03      0.001     0.000     0.000     0.001        8   ActiveSupport::LogSubscriber#finish 
  0.02      0.000     0.000     0.000     0.000        7   Arel::Nodes::Binary#initialize 
  0.02      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute 
  0.02      0.004     0.000     0.000     0.004        8   <Class::ActiveRecord::Associations::Builder::Association>#define_callbacks 
  0.02      0.000     0.000     0.000     0.000        9   ActiveRecord::Delegation::ClassMethods#create 
  0.02      0.000     0.000     0.000     0.000       15   ActiveRecord::Reflection::AssociationReflection#collection? 
  0.02      0.005     0.000     0.000     0.005        6   ActiveModel::AttributeMethods::ClassMethods#define_attribute_method 
  0.02      0.001     0.000     0.000     0.001        8   ActiveRecord::Associations::Builder::Association#build 
  0.02      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#_validate_callbacks= 
  0.02      0.000     0.000     0.000     0.000        8   Array#to_a 
  0.02      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::Column#simplified_type 
  0.02      0.001     0.000     0.000     0.001        8   ActiveSupport::Notifications::Fanout#finish 
  0.02      0.000     0.000     0.000     0.000        2   ActiveRecord::NestedAttributes::ClassMethods#generate_association_writer 
  0.02      0.000     0.000     0.000     0.000        4   ActiveRecord::Inheritance::ClassMethods#descends_from_active_record? 
  0.02      0.000     0.000     0.000     0.000       14   ActiveSupport::Callbacks::CallbackChain#prepend 
  0.02      0.000     0.000     0.000     0.000       19   Array#push 
  0.02      0.000     0.000     0.000     0.000       14   ActiveSupport::Callbacks::Conditionals::Value#initialize 
  0.02      0.000     0.000     0.000     0.000       13   <Class::ActiveRecord::Base>#default_connection_handler 
  0.02      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_writers 
  0.02      0.000     0.000     0.000     0.000       19   Fixnum#+ 
  0.02      0.000     0.000     0.000     0.000        4   Array#flatten 
  0.02      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::Column#extract_limit 
  0.02      0.000     0.000     0.000     0.000       18   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_reflections 
  0.02      0.000     0.000     0.000     0.000        8   ActiveRecord::ExplainSubscriber#finish 
  0.02      0.000     0.000     0.000     0.000        5   ActiveRecord::Core::ClassMethods#arel_engine 
  0.02      0.002     0.000     0.000     0.001        3   ActiveRecord::ConnectionAdapters::SQLite3Adapter#tables 
  0.02      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_readers 
  0.02      0.000     0.000     0.000     0.000        8   SQLite3::Statement#columns 
  0.02      0.015     0.000     0.000     0.015        3   ActiveRecord::Inheritance::ClassMethods#compute_type 
  0.02      0.001     0.000     0.000     0.001        8   ActiveSupport::Notifications::Instrumenter#finish 
  0.02      0.000     0.000     0.000     0.000        6   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#define_method_attribute 
  0.02      0.000     0.000     0.000     0.000        4   ActiveSupport::DescendantsTracker#inherited 
  0.02      0.000     0.000     0.000     0.000        7   ActiveSupport::Dependencies#autoload_module! 
  0.02      0.000     0.000     0.000     0.000        6   ActiveRecord::AttributeMethods::Read::ClassMethods#cacheable_column? 
  0.02      0.000     0.000     0.000     0.000        5   Array#collect 
  0.02      0.000     0.000     0.000     0.000       11   ActiveRecord::ConnectionAdapters::Quoting#quote_table_name 
  0.02      0.000     0.000     0.000     0.000        4   Arel::SelectManager#from 
  0.02      0.001     0.000     0.000     0.001        8   ActiveSupport::Notifications::Fanout#start 
  0.02      0.000     0.000     0.000     0.000       12   ActiveRecord::Inheritance::ClassMethods#abstract_class? 
  0.02      0.001     0.000     0.000     0.001        8   ActiveSupport::Inflector#singularize 
  0.02      0.000     0.000     0.000     0.000       17   Array#unshift 
  0.02      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::CallbackChain#append 
  0.02      0.000     0.000     0.000     0.000       14   String#to_sym 
  0.02      0.000     0.000     0.000     0.000       10   ActiveRecord::AttributeMethods::AttributeMethodCache#[] 
  0.02      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::ConnectionPool#current_connection_id 
  0.02      0.001     0.000     0.000     0.001        3   ActiveRecord::ConnectionAdapters::SQLite3Adapter#primary_key 
  0.02      0.002     0.000     0.000     0.002        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#table_structure 
  0.02      0.001     0.000     0.000     0.001        8   String#singularize 
  0.02      0.002     0.000     0.000     0.002        6   ActiveRecord::ConnectionAdapters::SchemaCache#table_exists? 
  0.02      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionHandling#connection_id 
  0.02      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::AssociationReflection#derive_foreign_key 
  0.02      0.000     0.000     0.000     0.000        8   Hash#merge! 
  0.02      0.000     0.000     0.000     0.000        3   Arel::Visitors::ToSql#visit_Arel_Nodes_Equality 
  0.02      0.000     0.000     0.000     0.000       12   <Module::ActiveSupport::Dependencies>#loaded 
  0.02      0.000     0.000     0.000     0.000       12   <Class::ActiveRecord::Base>#pluralize_table_names 
  0.02      0.000     0.000     0.000     0.000        4   <Module::Mutex_m>#extend_object 
  0.02      0.001     0.000     0.000     0.001        8   ActiveSupport::Notifications::Instrumenter#start 
  0.02      0.000     0.000     0.000     0.000       18   ActiveModel::AttributeMethods::ClassMethods::AttributeMethodMatcher#plain? 
  0.02      0.001     0.000     0.000     0.001       10   ActiveRecord::ModelSchema::ClassMethods#columns_hash 
  0.02      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#primary_key_prefix_type 
  0.02      0.040     0.000     0.000     0.040        7  *Enumerable#map 
  0.02      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime 
  0.02      0.000     0.000     0.000     0.000        8   ActiveRecord::Reflection::AssociationReflection#calculate_constructable 
  0.02      0.000     0.000     0.000     0.000        3   ActiveSupport::Inflector#camelize 
  0.02      0.007     0.000     0.000     0.007        1   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql 
  0.02      0.000     0.000     0.000     0.000        8   Hash#merge 
  0.02      0.021     0.000     0.000     0.021        1   ActiveRecord::QueryMethods#build_joins 
  0.02      0.000     0.000     0.000     0.000        8   Time#minus_without_duration 
  0.02      0.000     0.000     0.000     0.000        9   <Class::ActiveRecord::RuntimeRegistry>#connection_id 
  0.02      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::LogSubscriber>#runtime 
  0.02      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::LogSubscriber>#runtime= 
  0.02      0.000     0.000     0.000     0.000       18   Kernel#instance_of? 
  0.02      0.000     0.000     0.000     0.000       10   Hash#each_key 
  0.02      0.000     0.000     0.000     0.000       12   <Class::UserSocialAccount(id: integer, user_id: integer, social_account_id: integer, created_at: datetime, updated_at: datetime)>#_reflections 
  0.02      0.032     0.000     0.000     0.032        1   ActiveRecord::Querying#find_by_sql 
  0.02      0.007     0.000     0.000     0.007        8   Enumerable#to_a 
  0.02      0.000     0.000     0.000     0.000       31   String#freeze 
  0.02      0.000     0.000     0.000     0.000       13   <Module::Process>#pid 
  0.02      0.000     0.000     0.000     0.000       16   Module#extended 
  0.02      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#joins! 
  0.02      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_synchronize 
  0.02      0.000     0.000     0.000     0.000        4   ActiveRecord::Core::ClassMethods#initialize_generated_modules 
  0.02      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::AssociationReflection#derive_class_name 
  0.02      0.000     0.000     0.000     0.000        6   ActiveRecord::AttributeMethods::Read::ClassMethods#define_method_attribute 
  0.02      0.000     0.000     0.000     0.000        5   ActiveSupport::Inflector#demodulize 
  0.02      0.002     0.000     0.000     0.002        3   ActiveRecord::ModelSchema::ClassMethods#table_exists? 
  0.02      0.000     0.000     0.000     0.000        3   Arel::Visitors::ToSql#visit_Arel_Nodes_InnerJoin 
  0.02      0.000     0.000     0.000     0.000        8   <Module::ActiveSupport::Dependencies>#autoloaded_constants 
  0.02      0.000     0.000     0.000     0.000        8   Array#* 
  0.02      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime= 
  0.02      0.007     0.000     0.000     0.007        8   SQLite3::Statement#each 
  0.02      0.000     0.000     0.000     0.000        3   ActiveModel::Validations::ClassMethods#validate 
  0.02      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#nested_attributes_options= 
  0.02      0.000     0.000     0.000     0.000       20   Module#included 
  0.02      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies#load_once_path? 
  0.02      0.000     0.000     0.000     0.000        8   Module#local_constants 
  0.02      0.001     0.000     0.000     0.001        2   ActiveRecord::NestedAttributes::ClassMethods#accepts_nested_attributes_for 
  0.02      0.003     0.000     0.000     0.003        1   ActiveRecord::Reflection::AssociationReflection#automatic_inverse_of 
  0.02      0.000     0.000     0.000     0.000        8   <Class::ActiveSupport::Duration>#=== 
  0.02      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::JoinDependency#table_alias_for 
  0.02      0.000     0.000     0.000     0.000        8   ActiveRecord::ConnectionAdapters::AbstractAdapter#without_prepared_statement? 
  0.02      0.000     0.000     0.000     0.000        8   Array#compact 
  0.02      0.000     0.000     0.000     0.000        4   Kernel#method 
  0.02      0.000     0.000     0.000     0.000        8   Numeric#quo 
  0.02      0.000     0.000     0.000     0.000        4   ActiveRecord::Associations::AliasTracker#aliased_name_for 
  0.02      0.000     0.000     0.000     0.000        3   Exception#initialize 
  0.02      0.004     0.000     0.000     0.004        3   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_callbacks 
  0.02      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies#load? 
  0.02      0.024     0.000     0.000     0.024        4   ActiveRecord::Result#each 
  0.02      0.017     0.000     0.000     0.017        1   ActiveRecord::Associations::JoinDependency#initialize 
  0.02      0.004     0.000     0.000     0.004        2   ActiveRecord::Associations::JoinDependency#make_constraints 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#eager_loading? 
  0.01      0.000     0.000     0.000     0.000       13   BasicObject#initialize 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Core::ClassMethods#relation 
  0.01      0.000     0.000     0.000     0.000        8   Logger#debug? 
  0.01      0.000     0.000     0.000     0.000       12   <Class::ActiveRecord::Base>#serialized_attributes 
  0.01      0.006     0.000     0.000     0.006        3   ActiveRecord::Associations::ClassMethods#has_many 
  0.01      0.001     0.000     0.000     0.001       78  *Arel::Visitors::Visitor#visit 
  0.01      0.000     0.000     0.000     0.000        4   Mutex_m#mu_initialize 
  0.01      0.000     0.000     0.000     0.000        7   ActiveSupport::Dependencies#autoloadable_module? 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::ThroughReflection#source_macro 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::AliasTracker#aliased_table_for 
  0.01      0.001     0.000     0.000     0.001        3   ActiveRecord::Reflection::AssociationReflection#table_name 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::CollectionAssociation#initialize 
  0.01      0.000     0.000     0.000     0.000       12   <Class::ActiveRecord::Base>#skip_time_zone_conversion_for_attributes 
  0.01      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectCore 
  0.01      0.001     0.000     0.000     0.001        3   ActiveRecord::ConnectionAdapters::SchemaCache#primary_keys 
  0.01      0.000     0.000     0.000     0.000        4   <Module::Mutex_m>#define_aliases 
  0.01      0.000     0.000     0.000     0.000        3   Module#ancestors 
  0.01      0.000     0.000     0.000     0.000        8   Struct#initialize 
  0.01      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::Column#extract_precision 
  0.01      0.000     0.000     0.000     0.000        1   Array#select 
  0.01      0.000     0.000     0.000     0.000        8   ActiveRecord::ExplainRegistry#collect? 
  0.01      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::Base>#_save_callbacks 
  0.01      0.000     0.000     0.000     0.000        1   Set#merge 
  0.01      0.000     0.000     0.000     0.000       16   SQLite3::Statement#column_count 
  0.01      0.000     0.000     0.000     0.000        3   String#camelize 
  0.01      0.000     0.000     0.000     0.000        5   ActiveRecord::Associations::Builder::SingularAssociation#valid_options 
  0.01      0.000     0.000     0.000     0.000       16   Class#inherited 
  0.01      0.003     0.000     0.000     0.003        3   ActiveRecord::Reflection::AssociationReflection#primary_key 
  0.01      0.000     0.000     0.000     0.000        6   ThreadSafe::NonConcurrentCacheBackend#clear 
  0.01      0.015     0.000     0.000     0.014        6   ActiveSupport::Dependencies#constantize 
  0.01      0.000     0.000     0.000     0.000        8   <Module::ActiveRecord::AutosaveAssociation::AssociationBuilderExtension>#valid_options 
  0.01      0.000     0.000     0.000     0.000        8   String#capitalize 
  0.01      0.000     0.000     0.000     0.000        6   Enumerable#detect 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#reset 
  0.01      0.000     0.000     0.000     0.000        4  *ActiveRecord::Reflection::MacroReflection#class_name 
  0.01      0.000     0.000     0.000     0.000        4   String#demodulize 
  0.01      0.000     0.000     0.000     0.000        6   ThreadSafe::MriCacheBackend#clear 
  0.01      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_enter 
  0.01      0.000     0.000     0.000     0.000        6   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#_update_callbacks 
  0.01      0.000     0.000     0.000     0.000        2   MonitorMixin#mon_exit 
  0.01      0.000     0.000     0.000     0.000        8   <Module::ActiveSupport::Dependencies>#constant_watch_stack 
  0.01      0.000     0.000     0.000     0.000       10   Arel::Visitors::DepthFirst#visit_Arel_Table 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Table#[] 
  0.01      0.000     0.000     0.000     0.000       11   Kernel#kind_of? 
  0.01      0.000     0.000     0.000     0.000       12   #<Class:0x007fb75c545d10>#name 
  0.01      0.000     0.000     0.000     0.000       11   BasicObject#equal? 
  0.01      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies::WatchStack#watch_namespaces 
  0.01      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Base>#attribute_method_matchers 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::AttributeMethods::Write::ClassMethods#define_method_attribute= 
  0.01      0.000     0.000     0.000     0.000        8   Fixnum#- 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Result#to_hash 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::AssociationReflection#foreign_key 
  0.01      0.000     0.000     0.000     0.000        3   Kernel#raise 
  0.01      0.000     0.000     0.000     0.000        6   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#_create_callbacks 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#quote_column_name 
  0.01      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::Column#extract_scale 
  0.01      0.000     0.000     0.000     0.000       21   Arel::Visitors::DepthFirst#terminal 
  0.01      0.000     0.000     0.000     0.000        2   ActiveSupport::Logger::SimpleFormatter#call 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_validators 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::Result#initialize_copy 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#primary_key= 
  0.01      0.000     0.000     0.000     0.000        8   ActiveRecord::ExplainSubscriber#start 
  0.01      0.005     0.000     0.000     0.005        1   ActiveRecord::Reflection::ThroughReflection#check_validity! 
  0.01      0.002     0.000     0.000     0.002        3   ActiveRecord::Associations::ClassMethods#belongs_to 
  0.01      0.000     0.000     0.000     0.000        4   Module#to_s 
  0.01      0.000     0.000     0.000     0.000        4   Hash#deep_dup 
  0.01      0.002     0.000     0.000     0.002        3   ActiveRecord::ConnectionAdapters::SQLite3Adapter#table_exists? 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#initialize_copy 
  0.01      0.000     0.000     0.000     0.000        1   Arel::SelectManager#initialize 
  0.01      0.004     0.000     0.000     0.004        2   ActiveRecord::Associations::JoinDependency::JoinAssociation#join_constraints 
  0.01      0.001     0.000     0.000     0.001        3   ActiveRecord::ModelSchema::ClassMethods#columns 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::JoinDependency::JoinAssociation#initialize 
  0.01      0.000     0.000     0.000     0.000        8   Fixnum#fdiv 
  0.01      0.000     0.000     0.000     0.000        3   NameError#initialize 
  0.01      0.000     0.000     0.000     0.000        3   ThreadSafe::NonConcurrentCacheBackend#[]= 
  0.01      0.000     0.000     0.000     0.000        3   Exception#set_backtrace 
  0.01      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#history 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#_select! 
  0.01      0.000     0.000     0.000     0.000        5   String#rindex 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#joins 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Visitors::DepthFirst#visit_Arel_Attribute 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::MacroReflection#autosave= 
  0.01      0.000     0.000     0.000     0.000        4   Arel::Visitors::ToSql#visit_Arel_Table 
  0.01      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_accessors 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::DatabaseStatements#binds_from_relation 
  0.01      0.000     0.000     0.000     0.000        3   Regexp#match 
  0.01      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_add_for_user_social_accounts= 
  0.01      0.001     0.000     0.000     0.001        1   ActiveRecord::Scoping::Named::ClassMethods#default_scoped 
  0.01      0.000     0.000     0.000     0.000        1   Float#to_s 
  0.01      0.000     0.000     0.000     0.000        5   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#_reflections 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::MacroReflection#== 
  0.01      0.000     0.000     0.000     0.000        1   ThreadSafe::Cache#initialize 
  0.01      0.000     0.000     0.000     0.000       18   #<Class:0x007fb75c545d10>#relation 
  0.01      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_callbacks 
  0.01      0.000     0.000     0.000     0.000        1   ActiveSupport::LogSubscriber#color 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::Scoping::ClassMethods#current_scope 
  0.01      0.000     0.000     0.000     0.000        3   Arel::Visitors::ToSql#visit_Arel_Nodes_On 
  0.01      0.000     0.000     0.000     0.000        3   Arel::Predications#eq 
  0.01      0.000     0.000     0.000     0.000        1   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectStatement 
  0.01      0.001     0.000     0.000     0.001        1   ActiveRecord::Querying#select 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_update_callbacks 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::AssociationReflection#chain 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::JoinDependency::JoinPart#initialize 
  0.01      0.000     0.000     0.000     0.000        1   Arel::Nodes::SelectCore#initialize 
  0.01      0.003     0.000     0.000     0.003        2   ActiveRecord::Reflection::AssociationReflection#check_validity_of_inverse! 
  0.01      0.000     0.000     0.000     0.000        4   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_update_callbacks 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::BelongsTo#valid_options 
  0.01      0.000     0.000     0.000     0.000        6   ActiveRecord::ConnectionAdapters::Column#extract_default 
  0.01      0.000     0.000     0.000     0.000        2   ActiveSupport::TaggedLogging::Formatter#tags_text 
  0.01      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#after_remove_for_social_actions= 
  0.01      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies::WatchStack#pop_modules 
  0.01      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#before_remove_for_social_actions= 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::ConnectionAdapters::DatabaseStatements#to_sql 
  0.01      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#after_remove_for_social_accounts= 
  0.01      0.000     0.000     0.000     0.000        3   <Class::Hash>#[] 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_for_conditions 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::ThroughReflection#scope_chain 
  0.01      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_remove_for_social_accounts= 
  0.01      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#before_add_for_social_actions= 
  0.01      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#warnings_on_first_load 
  0.01      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_add_for_social_accounts= 
  0.01      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::Base>#attribute_types_cached_by_default 
  0.01      0.008     0.000     0.000     0.008        1   ActiveRecord::ConnectionAdapters::QueryCache#select_all 
  0.01      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#build_order 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::Builder::HasOne#valid_options 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#defined_enums 
  0.01      0.000     0.000     0.000     0.000        1   Set#initialize 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_validate_callbacks 
  0.01      0.000     0.000     0.000     0.000        4   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_create_callbacks 
  0.01      0.001     0.000     0.000     0.001        1   Arel::Visitors::DepthFirst#visit_Arel_Nodes_SelectCore 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::JoinDependency::JoinPart#table_name 
  0.01      0.000     0.000     0.000     0.000        4   Enumerable#each_with_object 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_reflections 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#table_name_suffix 
  0.01      0.001     0.000     0.000     0.001        2   ActiveRecord::Associations::JoinDependency#table_aliases_for 
  0.01      0.000     0.000     0.000     0.000        8   Kernel#object_id 
  0.01      0.000     0.000     0.000     0.000        4   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_save_callbacks 
  0.01      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#after_add_for_social_accounts= 
  0.01      0.001     0.000     0.000     0.001        1   Enumerable#grep 
  0.01      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#after_add_for_social_actions= 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::ThroughReflection#chain 
  0.01      0.001     0.000     0.000     0.001        1   ActiveRecord::Delegation#columns_hash 
  0.01      0.000     0.000     0.000     0.000        3   Arel::Nodes::Unary#initialize 
  0.01      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#autoload_once_paths 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#default_scopes 
  0.01      0.000     0.000     0.000     0.000        3   Arel::FactoryMethods#create_on 
  0.01      0.084     0.000     0.000     0.084        1   ActiveRecord::Delegation#map 
  0.01      0.000     0.000     0.000     0.000        1   #<Module:0x007fb75fe2ca70>#add 
  0.01      0.000     0.000     0.000     0.000        3   Arel::Visitors::DepthFirst#unary 
  0.01      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#mechanism 
  0.01      0.002     0.000     0.000     0.002        2   ActiveRecord::Associations::ClassMethods#has_one 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::ThroughReflection#initialize 
  0.01      0.000     0.000     0.000     0.000        6   <Class::#<Class:0x007fb75c545d10>>#new 
  0.01      0.004     0.000     0.000     0.004        2  *ActiveRecord::Associations::JoinDependency#make_inner_joins 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::SpawnMethods#spawn 
