Measure Mode: wall_time
Thread ID: 70212763973840
Fiber ID: 70212781748700
Total: 0.473946
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.03      0.000     0.000     0.000     0.000       10   String#gsub 
  0.03      0.003     0.000     0.000     0.003        3   ActiveRecord::Associations::Preloader::Association#build_scope 
  0.03      0.003     0.000     0.000     0.003        3   ActiveSupport::Dependencies#load_missing_constant 
  0.03      0.002     0.000     0.000     0.002        4   ActiveRecord::LogSubscriber#sql 
  0.02      0.000     0.000     0.000     0.000       91   ActiveModel::AttributeMethods::ClassMethods#generated_attribute_methods 
  0.02      0.000     0.000     0.000     0.000       45   ActiveRecord::AttributeMethods::ClassMethods#method_defined_within? 
  0.02      0.000     0.000     0.000     0.000       17   MonitorMixin#mon_exit 
  0.02      0.005     0.000     0.000     0.005        6   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectCore 
  0.02      0.000     0.000     0.000     0.000       53   String#inspect 
  0.02      0.000     0.000     0.000     0.000      102   ActiveRecord::Reflection::AssociationReflection#chain 
  0.02      0.001     0.000     0.000     0.001        8   Logger#add 
  0.02      0.011     0.000     0.000     0.011      791  *Arel::Visitors::Visitor#visit 
  0.02      0.001     0.000     0.000     0.001       45   <Class::ActiveRecord::DynamicMatchers::Method>#match 
  0.02      0.001     0.000     0.000     0.001       45   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#dangerous_attribute_method? 
  0.02      0.001     0.000     0.000     0.000       45   ActiveRecord::AttributeMethods::ClassMethods#dangerous_attribute_method? 
  0.02      0.000     0.000     0.000     0.000      102   ActiveRecord::Reflection::AssociationReflection#actual_source_reflection 
  0.02      0.000     0.000     0.000     0.000       16   IO#set_encoding 
  0.02      0.000     0.000     0.000     0.000       45   ActiveModel::AttributeMethods::ClassMethods::AttributeMethodMatcher#method_name 
  0.02      0.010     0.000     0.000     0.010        4   ActiveSupport::Notifications::Instrumenter#instrument 
  0.02      0.000     0.000     0.000     0.000       90   <Class::ActiveRecord::DynamicMatchers::Method>#pattern 
  0.02      0.000     0.000     0.000     0.000       17   MonitorMixin#mon_enter 
  0.02      0.000     0.000     0.000     0.000      102   ActiveRecord::Associations::AssociationScope#join_type 
  0.02      0.000     0.000     0.000     0.000       24   <Class::File>#directory? 
  0.02      0.000     0.000     0.000     0.000      102   ActiveRecord::Reflection::ThroughReflection#scope_chain 
  0.02      0.000     0.000     0.000     0.000      116   Array#compact 
  0.02      0.000     0.000     0.000     0.000       94   Module#method_added 
  0.02      0.002     0.000     0.000     0.002        9   Struct#to_s 
  0.02      0.001     0.000     0.000     0.001       12   ActiveRecord::Relation#eager_loading? 
  0.02      0.000     0.000     0.000     0.000       45   ActiveModel::AttributeMethods::ClassMethods#instance_method_already_implemented? 
  0.02      0.000     0.000     0.000     0.000      102   Array#drop 
  0.02      0.001     0.000     0.000     0.000        4   ThreadSafe::NonConcurrentCacheBackend#compute_if_absent 
  0.02      0.101     0.000     0.000     0.101        3   ActiveRecord::Associations::Preloader::Association#associated_records_by_owner 
  0.02      0.001     0.000     0.000     0.000       45   Enumerable#find 
  0.02      0.000     0.000     0.000     0.000       10   ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods#create_time_zone_conversion_attribute? 
  0.02      0.000     0.000     0.000     0.000        6   Arel::Nodes::SelectCore#initialize 
  0.02      0.000     0.000     0.000     0.000       51   Symbol#to_proc 
  0.01      0.064     0.000     0.000     0.064        4   ActiveRecord::Querying#find_by_sql 
  0.01      0.000     0.000     0.000     0.000       20   ActiveRecord::LogSubscriber#logger 
  0.01      0.011     0.000     0.000     0.011        4   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql 
  0.01      0.005     0.000     0.000     0.005        4   ActiveRecord::Reflection::AssociationReflection#automatic_inverse_of 
  0.01      0.000     0.000     0.000     0.000       53   NilClass#to_s 
  0.01      0.000     0.000     0.000     0.000      103   Array#compact! 
  0.01      0.474     0.000     0.000     0.474        1   UsersController#improved 
  0.01      0.000     0.000     0.000     0.000       10   <Class::ActiveRecord::Base>#time_zone_aware_attributes 
  0.01      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#build_order 
  0.01      0.000     0.000     0.000     0.000        8   Array#initialize 
  0.01      0.000     0.000     0.000     0.000       15   Arel::Visitors::ToSql#quote_table_name 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Associations::Preloader::Association#initialize 
  0.01      0.000     0.000     0.000     0.000        6   Arel::SelectManager#initialize 
  0.01      0.000     0.000     0.000     0.000        9   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute 
  0.01      0.006     0.000     0.000     0.006        8   Enumerable#grep 
  0.01      0.002     0.000     0.000     0.002        4   ActiveSupport::Subscriber#finish 
  0.01      0.000     0.000     0.000     0.000        8   String#sub 
  0.01      0.003     0.000     0.000     0.003       16  *Module#const_get 
  0.01      0.005     0.000     0.000     0.005        6   Arel::Visitors::DepthFirst#visit_Arel_Nodes_SelectCore 
  0.01      0.005     0.000     0.000     0.005        6   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectStatement 
  0.01      0.000     0.000     0.000     0.000       14   String#split 
  0.01      0.000     0.000     0.000     0.000        6   ActiveSupport::LogSubscriber#color 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::TaggedLogging::Formatter#call 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::AssociationReflection#valid_inverse_reflection? 
  0.01      0.002     0.000     0.000     0.002        6   ActiveRecord::QueryMethods#_select! 
  0.01      0.000     0.000     0.000     0.000       17   MonitorMixin#mon_check_owner 
  0.01      0.006     0.000     0.000     0.006        6   Arel::Visitors::DepthFirst#visit_Arel_Nodes_SelectStatement 
  0.01      0.000     0.000     0.000     0.000       22   ActiveRecord::QueryMethods#includes_values 
  0.01      0.000     0.000     0.000     0.000        1   #<Class:0x007fb75cf0f198>#values 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#includes! 
  0.01      0.000     0.000     0.000     0.000       11   ActiveSupport::Inflector#inflections 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#visit_Arel_Nodes_JoinSource 
  0.01      0.335     0.000     0.000     0.335        4  *ActiveRecord::Relation#exec_queries 
  0.01      0.000     0.000     0.000     0.000       16   <Class::Time>#now 
  0.01      0.000     0.000     0.000     0.000        4   ActiveSupport::Subscriber#start 
  0.01      0.000     0.000     0.000     0.000       45   Module#private_method_defined? 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Nodes::SelectStatement#initialize 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::Logger::SimpleFormatter#call 
  0.01      0.000     0.000     0.000     0.000      100   Fixnum#<=> 
  0.01      0.000     0.000     0.000     0.000        8   Array#- 
  0.01      0.000     0.000     0.000     0.000        6   Arel::SelectManager#from 
  0.01      0.001     0.000     0.000     0.001        9   Arel::Visitors::DepthFirst#visit_Arel_Attribute 
  0.01      0.001     0.000     0.000     0.001        9   ActiveRecord::ModelSchema::ClassMethods#table_exists? 
  0.01      0.000     0.000     0.000     0.000        7   ActiveRecord::Reflection::AssociationReflection#can_find_inverse_of_automatically? 
  0.01      0.016     0.000     0.000     0.016        4   ActiveRecord::ConnectionAdapters::QueryCache#select_all 
  0.01      0.000     0.000     0.000     0.000        7   Proc#yield 
  0.01      0.000     0.000     0.000     0.000        7   <Class::Array>#wrap 
  0.01      0.011     0.000     0.000     0.011       12   Arel::Visitors::Visitor#accept 
  0.01      0.271     0.000     0.000     0.271        1   ActiveRecord::Associations::Preloader::ThroughAssociation#associated_records_by_owner 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::ExplainRegistry>#collect? 
  0.01      0.001     0.000     0.000     0.001        6   ActiveRecord::QueryMethods#build_select 
  0.01      0.000     0.000     0.000     0.000       16   Time#initialize 
  0.01      0.004     0.000     0.000     0.004        9   Arel::Visitors::DepthFirst#binary 
  0.01      0.000     0.000     0.000     0.000        8   Module#define_method 
  0.01      0.006     0.000     0.000     0.006        6   Arel::Nodes::Node#each 
  0.01      0.000     0.000     0.000     0.000       12   ActiveSupport::Subscriber#event_stack 
  0.01      0.000     0.000     0.000     0.000       14   String#to_sym 
  0.01      0.000     0.000     0.000     0.000       17   Mutex#lock 
  0.01      0.000     0.000     0.000     0.000       12   ActiveRecord::QueryMethods#eager_load_values 
  0.01      0.000     0.000     0.000     0.000       11   <Class::ActiveSupport::Inflector::Inflections>#instance 
  0.01      0.004     0.000     0.000     0.004        3   Arel::Visitors::ToSql#visit_Arel_Nodes_In 
  0.01      0.001     0.000     0.000     0.001        2   ActiveRecord::Relation#references_eager_loaded_tables? 
  0.01      0.001     0.000     0.000     0.000        5   ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods#define_method_attribute= 
  0.01      0.000     0.000     0.000     0.000        8   ActiveRecord::ConnectionAdapters::DatabaseStatements#binds_from_relation 
  0.01      0.000     0.000     0.000     0.000       10   ActiveRecord::Associations::Preloader::Association#reflection_scope 
  0.01      0.000     0.000     0.000     0.000       15   Arel::Visitors::DepthFirst#visit_Arel_Table 
  0.01      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::Preloader::ThroughAssociation#through_scope 
  0.01      0.005     0.000     0.000     0.005        8   ActiveRecord::ConnectionAdapters::DatabaseStatements#to_sql 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_for_conditions 
  0.01      0.000     0.000     0.000     0.000        3   String#scan 
  0.01      0.000     0.000     0.000     0.000        9   Module#inspect 
  0.01      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::ConnectionHandler#connected? 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::ExplainSubscriber#finish 
  0.01      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#collapse_wheres 
  0.01      0.000     0.000     0.000     0.000        3   ActiveRecord::QueryMethods#references! 
  0.01      0.000     0.000     0.000     0.000        2   Module#attr_reader 
  0.01      0.003     0.000     0.000     0.003        8   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish 
  0.01      0.000     0.000     0.000     0.000        4   SQLite3::Statement#get_metadata 
  0.01      0.000     0.000     0.000     0.000       10   Array#reject! 
  0.01      0.000     0.000     0.000     0.000       11   ActiveRecord::ModelSchema::ClassMethods#columns_hash 
  0.01      0.000     0.000     0.000     0.000        4   ActiveSupport::Notifications::Event#initialize 
  0.01      0.001     0.000     0.000     0.001        9   ActiveRecord::ConnectionHandling#connected? 
  0.01      0.004     0.000     0.000     0.004        3   ActiveRecord::Associations::Preloader::Association#query_scope 
  0.01      0.006     0.000     0.000     0.006        5   ActiveModel::AttributeMethods::ClassMethods#define_attribute_method 
  0.01      0.000     0.000     0.000     0.000       27   #<Class:0x007fb75c545d10>#relation 
  0.01      0.000     0.000     0.000     0.000       12   ActiveRecord::QueryMethods#select_values 
  0.01      0.005     0.000     0.000     0.005        6   Arel::Visitors::SQLite#visit_Arel_Nodes_SelectStatement 
  0.01      0.000     0.000     0.000     0.000        3   Arel::Predications#in 
  0.01      0.000     0.000     0.000     0.000        9   Array#* 
  0.01      0.001     0.000     0.000     0.001        4   #<Module:0x007fb75fe2ca70>#add 
  0.01      0.009     0.000     0.000     0.009        8   ActiveRecord::QueryMethods#arel 
  0.01      0.001     0.000     0.000     0.001        6   ActiveModel::AttributeMethods::ClassMethods#attribute_alias? 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::Notifications::Fanout#listeners_for 
  0.01      0.000     0.000     0.000     0.000       17   Mutex#unlock 
  0.01      0.003     0.000     0.000     0.003        7  *ActiveSupport::Inflector#constantize 
  0.01      0.000     0.000     0.000     0.000       18   #<Class:0x007fb75c545d10>#name 
  0.01      0.000     0.000     0.000     0.000       11  *Array#hash 
  0.01      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::SchemaCache#table_exists? 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::TaggedLogging::Formatter#tags_text 
  0.01      0.001     0.000     0.000     0.001        8   Logger::LogDevice#write 
  0.01      0.000     0.000     0.000     0.000       23   String#initialize_copy 
  0.01      0.000     0.000     0.000     0.000        8   Logger#format_message 
  0.01      0.000     0.000     0.000     0.000        4   Float#to_default_s 
  0.01      0.000     0.000     0.000     0.000        6   Arel::SelectManager#project 
  0.01      0.006     0.000     0.000     0.006      448  *Arel::Visitors::DepthFirst#visit 
  0.01      0.000     0.000     0.000     0.000        9   Arel::Visitors::ToSql#quote_column_name 
  0.01      0.000     0.000     0.000     0.000        6   <Module::Arel>#sql 
  0.01      0.000     0.000     0.000     0.000        7   Regexp#to_s 
  0.01      0.000     0.000     0.000     0.000       17   Fixnum#+ 
  0.01      0.000     0.000     0.000     0.000       21   SQLite3::Statement#column_name 
  0.01      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::ConnectionPool#connected? 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::TaggedLogging::Formatter#current_tags 
  0.01      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#to_constant_name 
  0.01      0.000     0.000     0.000     0.000        4   SQLite3::Statement#close 
  0.01      0.000     0.000     0.000     0.000        6   <Module::Arel>#star 
  0.01      0.000     0.000     0.000     0.000       27   NilClass#inspect 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::Notifications::Event#duration 
  0.01      0.004     0.000     0.000     0.004        4   ActiveRecord::Result#hash_rows 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Result#initialize_copy 
  0.01      0.000     0.000     0.000     0.000        6   Arel::TreeManager#initialize 
  0.01      0.004     0.000     0.000     0.004        3   ActiveRecord::Inheritance::ClassMethods#compute_type 
  0.01      0.000     0.000     0.000     0.000       12   ActiveSupport::SubscriberQueueRegistry#get_queue 
  0.01      0.000     0.000     0.000     0.000        7   String#downcase! 
  0.01      0.010     0.000     0.000     0.010        4   ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all 
  0.01      0.000     0.000     0.000     0.000        7   Array#| 
  0.01      0.000     0.000     0.000     0.000        7   String#tr! 
  0.01      0.000     0.000     0.000     0.000        4   SQLite3::Database#prepare 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Nodes::JoinSource#initialize 
  0.01      0.000     0.000     0.000     0.000        5   ActiveRecord::AttributeMethods::Read::ClassMethods#define_method_attribute 
  0.00      0.000     0.000     0.000     0.000       12   ActiveRecord::ModelSchema::ClassMethods#columns 
  0.00      0.013     0.000     0.000     0.013        3   ActiveRecord::Associations::Preloader::Association#owners_by_key 
  0.00      0.002     0.000     0.000     0.002        4   ActiveSupport::LogSubscriber#debug 
  0.00      0.000     0.000     0.000     0.000        4   <Module::ActiveRecord::AttributeMethods::AttrNames>#set_name_cache 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#references_values= 
  0.00      0.003     0.000     0.000     0.003        6   ActiveSupport::Dependencies::ClassCache#get 
  0.00      0.000     0.000     0.000     0.000        4   Time#minus_with_coercion 
  0.00      0.010     0.000     0.000     0.010        4   ActiveRecord::ConnectionAdapters::AbstractAdapter#log 
  0.00      0.000     0.000     0.000     0.000        3   Module#parent 
  0.00      0.048     0.000     0.000     0.048        4   ActiveRecord::Result#each 
  0.00      0.000     0.000     0.000     0.000        3   Module#qualified_const_defined? 
  0.00      0.000     0.000     0.000     0.000        8   ActiveSupport::Notifications::Fanout::Subscribers::Evented#start 
  0.00      0.005     0.000     0.000     0.005       45  *Arel::Visitors::DepthFirst#visit_Array 
  0.00      0.000     0.000     0.000     0.000        6   String#strip! 
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::Associations::Preloader::ThroughAssociation#reset_association 
  0.00      0.001     0.000     0.000     0.001        8   ThreadSafe::MriCacheBackend#compute_if_absent 
  0.00      0.000     0.000     0.000     0.000        4   Float#to_s 
  0.00      0.000     0.000     0.000     0.000       23   String#freeze 
  0.00      0.061     0.000     0.000     0.061        6   Enumerable#each_slice 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::Associations::Preloader::Association#table 
  0.00      0.001     0.000     0.000     0.001        8   ActiveRecord::AttributeMethods::AttributeMethodCache#[] 
  0.00      0.002     0.000     0.000     0.002        4   ActiveSupport::LogSubscriber#finish 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#having_values 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#visit_Arel_Table 
  0.00      0.000     0.000     0.000     0.000       21   SQLite3::Statement#column_decltype 
  0.00      0.000     0.000     0.000     0.000        9   ActiveRecord::Inheritance::ClassMethods#abstract_class? 
  0.00      0.003     0.000     0.000     0.003        3   ActiveSupport::Dependencies::ModuleConstMissing#const_missing 
  0.00      0.000     0.000     0.000     0.000        3   Module#parents 
  0.00      0.010     0.000     0.000     0.010        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#exec_query 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#search_for_file 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#define_method_attribute 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#qualified_name_for 
  0.00      0.000     0.000     0.000     0.000        4   Time#minus_with_duration 
  0.00      0.000     0.000     0.000     0.000        6   Module#parent_name 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#select_values= 
  0.00      0.056     0.000     0.000     0.056        3   ActiveRecord::Delegation#to_ary 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Visitors::DepthFirst#initialize 
  0.00      0.000     0.000     0.000     0.000        6   Arel::SelectManager#distinct 
  0.00      0.000     0.000     0.000     0.000        4   Module#instance_method 
  0.00      0.000     0.000     0.000     0.000        3   Struct#hash 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::QueryMethods#distinct_value 
  0.00      0.000     0.000     0.000     0.000        3   Module#ancestors 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::Associations::Preloader::Association#options 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Result#initialize 
  0.00      0.006     0.000     0.000     0.006       11  *Mutex#synchronize 
  0.00      0.000     0.000     0.000     0.000        3   Exception#initialize 
  0.00      0.000     0.000     0.000     0.000        5   ActiveModel::AttributeMethods::ClassMethods#attribute_method_matchers_cache 
  0.00      0.000     0.000     0.000     0.000        8   Logger#format_severity 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::LogSubscriber#start 
  0.00      0.000     0.000     0.000     0.000        3   String#underscore 
  0.00      0.000     0.000     0.000     0.000       10   <Class::ActiveRecord::Base>#skip_time_zone_conversion_for_attributes 
  0.00      0.316     0.000     0.000     0.316      520  *Hash#each 
  0.00      0.001     0.000     0.000     0.001        4   Logger#debug 
  0.00      0.000     0.000     0.000     0.000        4   Logger#debug? 
  0.00      0.000     0.000     0.000     0.000        4   Hash#keys 
  0.00      0.078     0.000     0.000     0.078        3   ActiveRecord::Associations::Preloader::Association#load_slices 
  0.00      0.000     0.000     0.000     0.000        4   Array#to_a 
  0.00      0.000     0.000     0.000     0.000        4   Time#minus_without_duration 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#preprocess_order_args 
  0.00      0.000     0.000     0.000     0.000        9   Array#inspect 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::AttributeMethods::Read::ClassMethods#cacheable_column? 
  0.00      0.035     0.000     0.000     0.035        4   ActiveRecord::Associations::Preloader#grouped_records 
  0.00      0.000     0.000     0.000     0.000       10   <Class::ActiveRecord::Base>#serialized_attributes 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::QueryMethods#references_values 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Nodes::JoinSource#empty? 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::LogSubscriber>#runtime 
  0.00      0.003     0.000     0.000     0.003        6   ActiveSupport::Dependencies#constantize 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#qualified_const_defined? 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Nodes::And#initialize 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#offset_value 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime 
  0.00      0.004     0.000     0.000     0.004        3   Arel::Visitors::ToSql#visit_Arel_Nodes_And 
  0.00      0.000     0.000     0.000     0.000        6   ActiveSupport::LogSubscriber#colorize_logging 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::AttributeMethods::Write::ClassMethods#define_method_attribute= 
  0.00      0.003     0.000     0.000     0.003        4   ActiveSupport::Notifications::Instrumenter#finish 
  0.00      0.000     0.000     0.000     0.000        2   ActiveSupport::Inflector#camelize 
  0.00      0.000     0.000     0.000     0.000        4   SQLite3::Statement#columns 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::LogSubscriber>#runtime= 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#preload_values 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#includes_values= 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ConnectionAdapters::QueryCache#locked? 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#group_values 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::QueryMethods#order_values 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Notifications::Fanout#start 
  0.00      0.000     0.000     0.000     0.000        4   Float#round 
  0.00      0.010     0.000     0.000     0.010        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#select 
  0.00      0.000     0.000     0.000     0.000        2   Module#const_set 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Preloader::Association#association_key 
  0.00      0.000     0.000     0.000     0.000        6   <Module::ActiveSupport::Dependencies>#autoload_paths 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Delegation#columns_hash 
  0.00      0.004     0.000     0.000     0.004        3   ActiveRecord::Associations::Preloader::Association#scope 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#order! 
  0.00      0.000     0.000     0.000     0.000        3   NameError#initialize 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Notifications::Instrumenter#start 
  0.00      0.003     0.000     0.000     0.003        4   ActiveSupport::Notifications::Fanout#finish 
  0.00      0.000     0.000     0.000     0.000        4   Hash#merge! 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#limit_value 
  0.00      0.000     0.000     0.000     0.000        3   Kernel#raise 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#reverse_order_value 
  0.00      0.006     0.000     0.000     0.006        4   Enumerable#to_a 
  0.00      0.000     0.000     0.000     0.000        3   <Module::QualifiedConstUtils>#raise_if_absolute 
  0.00      0.309     0.000     0.000     0.309        8  *Enumerable#map 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Querying#includes 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#readonly_value 
  0.00      0.000     0.000     0.000     0.000       12   Module#== 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::DatabaseLimits#in_clause_length 
  0.00      0.000     0.000     0.000     0.000        4   String#unpack 
  0.00      0.024     0.000     0.000     0.024        5   Enumerable#each_with_object 
  0.00      0.000     0.000     0.000     0.000        3   Arel::TreeManager#where 
  0.00      0.000     0.000     0.000     0.000        5   ThreadSafe::NonConcurrentCacheBackend#clear 
  0.00      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::Base>#attribute_aliases 
  0.00      0.000     0.000     0.000     0.000        5   Module#private 
  0.00      0.000     0.000     0.000     0.000        5   ThreadSafe::MriCacheBackend#clear 
  0.00      0.000     0.000     0.000     0.000        6   String#eql? 
  0.00      0.000     0.000     0.000     0.000        7   Class#inherited 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Reflection::MacroReflection#class_name 
  0.00      0.006     0.000     0.000     0.006        4   SQLite3::Statement#each 
  0.00      0.083     0.000     0.000     0.083        2   ActiveRecord::Associations::Preloader::SingularAssociation#preload 
  0.00      0.000     0.000     0.000     0.000        2   #<Class:0x007fb75fad7500>#method_body 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#joined_includes_values 
  0.00      0.000     0.000     0.000     0.000        2   #<Class:0x007fb75fac5d78>#method_body 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#includes 
  0.00      0.320     0.000     0.000     0.320        3  *ActiveRecord::Associations::Preloader#preload 
  0.00      0.000     0.000     0.000     0.000        3   Exception#set_backtrace 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#autoloadable_module? 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveSupport::Duration>#=== 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::AssociationReflection#derive_class_name 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#autoload_module! 
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::Associations::Preloader::CollectionAssociation#build_scope 
  0.00      0.000     0.000     0.000     0.000        4   Numeric#quo 
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::Relation#== 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Nodes::Binary#hash 
  0.00      0.004     0.000     0.000     0.004        3   Arel::Visitors::ToSql#visit_Array 
  0.00      0.000     0.000     0.000     0.000        2   String#camelize 
  0.00      0.000     0.000     0.000     0.000        3   Regexp#match 
  0.00      0.000     0.000     0.000     0.000        6   String#hash 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ExplainRegistry#collect? 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime= 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#log_activity? 
  0.00      0.000     0.000     0.000     0.000        7   Array#to_ary 
  0.00      0.003     0.000     0.000     0.003       13  *Enumerable#inject 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::LogSubscriber#odd? 
  0.00      0.004     0.000     0.000     0.004        3   ActiveRecord::Associations::Preloader::Association#records_for 
  0.00      0.000     0.000     0.000     0.000        3   <Module::ActiveSupport::Dependencies>#logger 
  0.00      0.335     0.000     0.000     0.335        4  *ActiveRecord::Relation#to_a 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ConnectionAdapters::AbstractAdapter#without_prepared_statement? 
  0.00      0.000     0.000     0.000     0.000        8   SQLite3::Statement#column_count 
  0.00      0.000     0.000     0.000     0.000        1   Array#select 
  0.00      0.000     0.000     0.000     0.000        5   Set#add 
  0.00      0.000     0.000     0.000     0.000        4   Array#pop 
  0.00      0.000     0.000     0.000     0.000        1   Set#merge 
  0.00      0.000     0.000     0.000     0.000        3   Exception#backtrace 
  0.00      0.000     0.000     0.000     0.000        4   Arel::SelectManager#locked 
  0.00      0.000     0.000     0.000     0.000        3   ActiveSupport::Dependencies#log_call 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::Cache#initialize 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Table#hash 
  0.00      0.061     0.000     0.000     0.061        3   Enumerator#each 
  0.00      0.000     0.000     0.000     0.000        5   <Class::ActiveRecord::Base>#attribute_method_matchers 
  0.00      0.000     0.000     0.000     0.000        2   Arel::SelectManager#join_sources 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#order 
  0.00      0.000     0.000     0.000     0.000        1   Hash#hash 
