Measure Mode: wall_time
Thread ID: 70212782282580
Fiber ID: 70212755826020
Total: 0.678676
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.04      0.003     0.000     0.000     0.003      203   ActiveRecord::Associations::Preloader::ThroughAssociation#source_reflection 
  0.04      0.000     0.000     0.000     0.000      165   String#inspect 
  0.04      0.002     0.000     0.000     0.001      102   Hash#except! 
  0.04      0.023     0.000     0.000     0.023       16   ActiveSupport::Notifications::Instrumenter#instrument 
  0.04      0.029     0.000     0.000     0.029       14  *ActiveSupport::Dependencies#load_missing_constant 
  0.04      0.000     0.000     0.000     0.000      306   Fixnum#zero? 
  0.04      0.000     0.000     0.000     0.000       70   String#split 
  0.04      0.000     0.000     0.000     0.000      307   Arel::Visitors::ToSql#literal 
  0.04      0.001     0.000     0.000     0.001      102   Arel::FactoryMethods#create_join 
  0.04      0.003     0.000     0.000     0.003       16   ActiveRecord::LogSubscriber#sql 
  0.04      0.000     0.000     0.000     0.000      104   ActiveRecord::QueryMethods#check_if_method_has_arguments! 
  0.04      0.001     0.000     0.000     0.001      102   Arel::FactoryMethods#create_on 
  0.04      0.000     0.000     0.000     0.000       80   <Class::File>#directory? 
  0.03      0.000     0.000     0.000     0.000      278   Module#method_added 
  0.03      0.000     0.000     0.000     0.000      102   ActiveRecord::Reflection::ThroughReflection#scope_chain 
  0.03      0.001     0.000     0.000     0.001       76   ActiveSupport::Inflector#inflections 
  0.03      0.000     0.000     0.000     0.000       50   ActiveSupport::Callbacks::ClassMethods#get_callbacks 
  0.03      0.000     0.000     0.000     0.000      508   ActiveRecord::Associations::Association#stale_state 
  0.03      0.005     0.000     0.000     0.005       10   ActiveRecord::AutosaveAssociation::ClassMethods#add_autosave_association_callbacks 
  0.03      0.001     0.000     0.000     0.000       67   Module#remove_possible_method 
  0.03      0.000     0.000     0.000     0.000       36   Kernel#define_singleton_method 
  0.03      0.000     0.000     0.000     0.000       17   MonitorMixin#mon_exit 
  0.03      0.000     0.000     0.000     0.000       32   Array#initialize 
  0.03      0.004     0.000     0.000     0.004       25   ActiveSupport::Callbacks::ClassMethods#set_callback 
  0.03      0.000     0.000     0.000     0.000       41   String#sub 
  0.03      0.013     0.000     0.000     0.013      105   Enumerable#group_by 
  0.03      0.001     0.000     0.000     0.000       42   ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods#create_time_zone_conversion_attribute? 
  0.03      0.000     0.000     0.000     0.000      209   Module#private_method_defined? 
  0.03      0.000     0.000     0.000     0.000      404   ActiveRecord::Core#to_ary 
  0.03      0.008     0.000     0.000     0.008        6   ActiveRecord::QueryMethods#build_arel 
  0.03      0.001     0.000     0.000     0.001       21   ActiveRecord::ConnectionAdapters::Column#initialize 
  0.03      0.000     0.000     0.000     0.000       42   <Class::ActiveRecord::Base>#time_zone_aware_attributes 
  0.03      0.000     0.000     0.000     0.000        8   Module#constants 
  0.03      0.000     0.000     0.000     0.000      355   Arel::Visitors::DepthFirst#terminal 
  0.03      0.000     0.000     0.000     0.000      219   Array#concat 
  0.03      0.002     0.000     0.000     0.001       12   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_callback 
  0.03      0.001     0.000     0.000     0.000       12   ActiveSupport::Concern#append_features 
  0.03      0.000     0.000     0.000     0.000       76   <Class::ActiveSupport::Inflector::Inflections>#instance 
  0.03      0.004     0.000     0.000     0.004       16   ActiveSupport::Subscriber#finish 
  0.03      0.002     0.000     0.000     0.001        9   Kernel#inspect 
  0.03      0.000     0.000     0.000     0.000      176   Symbol#to_proc 
  0.02      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::Callback#initialize 
  0.02      0.000     0.000     0.000     0.000      102   Array#drop 
  0.02      0.000     0.000     0.000     0.000      174   NilClass#to_s 
  0.02      0.000     0.000     0.000     0.000      102   ActiveRecord::Reflection::AssociationReflection#actual_source_reflection 
  0.02      0.000     0.000     0.000     0.000      202   ActiveRecord::Associations::HasManyThroughAssociation#invertible_for? 
  0.02      0.001     0.000     0.000     0.001      107   ActiveRecord::Associations::Preloader::ThroughAssociation#through_reflection 
  0.02      0.000     0.000     0.000     0.000      120   Array#compact 
  0.02      0.000     0.000     0.000     0.000      102   ActiveRecord::Associations::AssociationScope#join_type 
  0.02      0.000     0.000     0.000     0.000       56   Array#extract_options! 
  0.02      0.000     0.000     0.000     0.000      105   ActiveRecord::Delegation#respond_to? 
  0.02      0.003     0.000     0.000     0.003       20   ActiveSupport::Inflector#apply_inflections 
  0.02      0.002     0.000     0.000     0.002        8   Logger#add 
  0.02      0.001     0.000     0.000     0.001       21   ActiveRecord::AttributeMethods::TimeZoneConversion::ClassMethods#define_method_attribute= 
  0.02      0.000     0.000     0.000     0.000       25   <Module::ActiveSupport::DescendantsTracker>#accumulate_descendants 
  0.02      0.001     0.000     0.000     0.000       56   ActiveRecord::LogSubscriber#logger 
  0.02      0.000     0.000     0.000     0.000      202   Hash#has_key? 
  0.02      0.000     0.000     0.000     0.000      104   ActiveRecord::Reflection::AssociationReflection#scope_chain 
  0.02      0.000     0.000     0.000     0.000       24   String#[] 
  0.02      0.001     0.000     0.000     0.001       17   MonitorMixin#mon_synchronize 
  0.02      0.000     0.000     0.000     0.000       48   ActiveSupport::Subscriber#event_stack 
  0.02      0.000     0.000     0.000     0.000        6   String#scan 
  0.02      0.000     0.000     0.000     0.000       59   Kernel#singleton_class 
  0.02      0.000     0.000     0.000     0.000      103   Array#compact! 
  0.02      0.003     0.000     0.000     0.003        3   ActiveRecord::Associations::Preloader::Association#build_scope 
  0.02      0.001     0.000     0.000     0.000       25   ActiveSupport::Callbacks::ClassMethods#normalize_callback_params 
  0.02      0.001     0.000     0.000     0.001       25   ActiveSupport::Callbacks::ClassMethods#set_callbacks 
  0.02      0.022     0.000     0.000     0.021       82  *Module#const_get 
  0.02      0.002     0.000     0.000     0.001        7   <Class::ActiveRecord::Base>#after_create 
  0.02      0.001     0.000     0.000     0.001       16   ActiveSupport::Subscriber#start 
  0.02      0.022     0.000     0.000     0.022       21   ActiveModel::AttributeMethods::ClassMethods#define_attribute_method 
  0.02      0.000     0.000     0.000     0.000       93   String#initialize_copy 
  0.02      0.000     0.000     0.000     0.000      104   ActiveRecord::Reflection::AssociationReflection#chain 
  0.02      0.001     0.000     0.000     0.001       22   Module#qualified_const_defined? 
  0.02      0.001     0.000     0.000     0.001        9   ActiveRecord::Core::ClassMethods#inspect 
  0.02      0.002     0.000     0.000     0.002        4   ActiveRecord::ModelSchema::ClassMethods#compute_table_name 
  0.02      0.000     0.000     0.000     0.000       17   MonitorMixin#mon_enter 
  0.02      0.000     0.000     0.000     0.000       16   ActiveSupport::Notifications::Event#initialize 
  0.02      0.010     0.000     0.000     0.010      791  *Arel::Visitors::Visitor#visit 
  0.02      0.000     0.000     0.000     0.000       40   <Class::Time>#now 
  0.01      0.000     0.000     0.000     0.000      111   BasicObject#singleton_method_added 
  0.01      0.003     0.000     0.000     0.003       25   ActiveSupport::Callbacks::ClassMethods#__update_callbacks 
  0.01      0.021     0.000     0.000     0.021        4   ActiveSupport::Dependencies#require_or_load 
  0.01      0.000     0.000     0.000     0.000       28   Module#parent_name 
  0.01      0.000     0.000     0.000     0.000       38   ActiveSupport::Dependencies#log_activity? 
  0.01      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::CallbackChain#initialize_copy 
  0.01      0.001     0.000     0.000     0.001       12   Class#initialize 
  0.01      0.000     0.000     0.000     0.000       22   <Module::QualifiedConstUtils>#raise_if_absolute 
  0.01      0.000     0.000     0.000     0.000       40   Time#initialize 
  0.01      0.001     0.000     0.000     0.001       22   ActiveSupport::Dependencies#qualified_const_defined? 
  0.01      0.002     0.000     0.000     0.002        9   Struct#to_s 
  0.01      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::Callback#duplicates? 
  0.01      0.000     0.000     0.000     0.000       18   ActiveSupport::Dependencies#to_constant_name 
  0.01      0.005     0.000     0.000     0.005       32   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish 
  0.01      0.001     0.000     0.000     0.001        7   <Class::ActiveRecord::Base>#after_update 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::AttributeMethods::Read::ClassMethods#cacheable_column? 
  0.01      0.000     0.000     0.000     0.000       48   ActiveSupport::SubscriberQueueRegistry#get_queue 
  0.01      0.010     0.000     0.000     0.010       21   ActiveRecord::ModelSchema::ClassMethods#columns 
  0.01      0.001     0.000     0.000     0.000       21   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#define_method_attribute 
  0.01      0.004     0.000     0.000     0.004        6   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectCore 
  0.01      0.000     0.000     0.000     0.000       16   Module#extend_object 
  0.01      0.000     0.000     0.000     0.000       24   Regexp#to_s 
  0.01      0.000     0.000     0.000     0.000       20   Module#append_features 
  0.01      0.000     0.000     0.000     0.000       32   ActiveSupport::Notifications::Fanout#listeners_for 
  0.01      0.000     0.000     0.000     0.000       73   SQLite3::Statement#column_name 
  0.01      0.001     0.000     0.000     0.001       32   ActiveSupport::Notifications::Fanout::Subscribers::Evented#start 
  0.01      0.002     0.000     0.000     0.001        8   ActiveRecord::Reflection::AssociationReflection#initialize 
  0.01      0.023     0.000     0.000     0.023       16   ActiveRecord::ConnectionAdapters::AbstractAdapter#log 
  0.01      0.022     0.000     0.000     0.022       29  *Mutex#synchronize 
  0.01      0.011     0.000     0.000     0.011        8   <Class::ActiveRecord::Associations::Builder::Association>#build 
  0.01      0.001     0.000     0.000     0.001       12   Class#class_attribute 
  0.01      0.010     0.000     0.000     0.010       36   ActiveRecord::ModelSchema::ClassMethods#columns_hash 
  0.01      0.000     0.000     0.000     0.000       16   Time#minus_with_coercion 
  0.01      0.004     0.000     0.000     0.004       16   ActiveSupport::LogSubscriber#finish 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::ConnectionAdapters::Column#simplified_type 
  0.01      0.001     0.000     0.000     0.001        8   ActiveRecord::Reflection::MacroReflection#initialize 
  0.01      0.001     0.000     0.000     0.000       16   SQLite3::Statement#get_metadata 
  0.01      0.000     0.000     0.000     0.000       34   ThreadSafe::MriCacheBackend#compute_if_absent 
  0.01      0.000     0.000     0.000     0.000       14   Module#parent 
  0.01      0.086     0.000     0.000     0.086        4   ActiveRecord::Querying#find_by_sql 
  0.01      0.005     0.000     0.000     0.004        8   ActiveRecord::ConnectionAdapters::SQLite3Adapter#table_structure 
  0.01      0.000     0.000     0.000     0.000       12   Module#attr_writer 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::AttributeMethods::Read::ClassMethods#define_method_attribute 
  0.01      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Base>#_save_callbacks= 
  0.01      0.021     0.000     0.000     0.021        4   ActiveSupport::Dependencies#load_file 
  0.01      0.004     0.000     0.000     0.004        4   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#get_primary_key 
  0.01      0.000     0.000     0.000     0.000       18   ActiveRecord::Core::ClassMethods#generated_association_methods 
  0.01      0.001     0.000     0.000     0.001       20   Module#include 
  0.01      0.000     0.000     0.000     0.000       29   Set#add 
  0.01      0.001     0.000     0.000     0.001        4   ActiveRecord::AttributeMethods::ClassMethods#initialize_generated_modules 
  0.01      0.003     0.000     0.000     0.002        4   ActiveRecord::ModelSchema::ClassMethods#reset_table_name 
  0.01      0.002     0.000     0.000     0.002        8   <Class::ActiveRecord::Associations::Builder::Association>#define_accessors 
  0.01      0.001     0.000     0.000     0.001       16   SQLite3::Database#prepare 
  0.01      0.000     0.000     0.000     0.000       16   SQLite3::Statement#close 
  0.01      0.001     0.000     0.000     0.001       12   ActiveRecord::Relation#eager_loading? 
  0.01      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::Callback#compute_identifier 
  0.01      0.000     0.000     0.000     0.000       18   ActiveRecord::ConnectionAdapters::SQLite3Adapter#quote_column_name 
  0.01      0.000     0.000     0.000     0.000       55   Module#singleton_class? 
  0.01      0.021     0.000     0.000     0.021        4   ActiveSupport::Dependencies#new_constants_in 
  0.01      0.000     0.000     0.000     0.000       20   ActiveSupport::Notifications::Event#duration 
  0.01      0.019     0.000     0.000     0.019        4   ActiveRecord::ConnectionAdapters::QueryCache#cache_sql 
  0.01      0.000     0.000     0.000     0.000       14   Module#parents 
  0.01      0.000     0.000     0.000     0.000       48   String#to_sym 
  0.01      0.000     0.000     0.000     0.000       42   String#intern 
  0.01      0.000     0.000     0.000     0.000       55   BasicObject#singleton_method_undefined 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::ConnectionAdapters::Column#extract_limit 
  0.01      0.000     0.000     0.000     0.000       25   <Module::ActiveSupport::DescendantsTracker>#descendants 
  0.01      0.000     0.000     0.000     0.000       11   ActiveRecord::AutosaveAssociation::ClassMethods#define_non_cyclic_method 
  0.01      0.000     0.000     0.000     0.000       14   ActiveSupport::Dependencies#qualified_name_for 
  0.01      0.002     0.000     0.000     0.002       12   String#pluralize 
  0.01      0.006     0.000     0.000     0.006       13   Proc#yield 
  0.01      0.000     0.000     0.000     0.000       24   String#tr! 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_validators= 
  0.01      0.023     0.000     0.000     0.023       32  *ActiveSupport::Inflector#constantize 
  0.01      0.000     0.000     0.000     0.000       24   String#downcase! 
  0.01      0.002     0.000     0.000     0.002       18   String#underscore 
  0.01      0.000     0.000     0.000     0.000       16   ActiveRecord::Result#initialize 
  0.01      0.005     0.000     0.000     0.005       16   ActiveRecord::Result#hash_rows 
  0.01      0.004     0.000     0.000     0.004        8   <Module::ActiveRecord::AutosaveAssociation::AssociationBuilderExtension>#build 
  0.01      0.029     0.000     0.000     0.029       14  *ActiveSupport::Dependencies::ModuleConstMissing#const_missing 
  0.01      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::Callback#matches? 
  0.01      0.000     0.000     0.000     0.000       38   <Module::ActiveSupport::Dependencies>#logger 
  0.01      0.000     0.000     0.000     0.000       16   ActiveRecord::ExplainSubscriber#finish 
  0.01      0.000     0.000     0.000     0.000       41   Array#pop 
  0.01      0.000     0.000     0.000     0.000      100   Fixnum#<=> 
  0.01      0.000     0.000     0.000     0.000       34   ActiveRecord::AttributeMethods::AttributeMethodCache#[] 
  0.01      0.023     0.000     0.000     0.023       16   ActiveRecord::ConnectionAdapters::SQLite3Adapter#exec_query 
  0.01      0.001     0.000     0.000     0.001       16   SQLite3::Statement#columns 
  0.01      0.001     0.000     0.000     0.001       16   ActiveSupport::LogSubscriber#start 
  0.01      0.000     0.000     0.000     0.000       26   ActiveSupport::Dependencies#log_call 
  0.01      0.000     0.000     0.000     0.000       50   ActiveSupport::Callbacks::Callback#filter 
  0.01      0.001     0.000     0.000     0.001       14   ActiveSupport::Dependencies#search_for_file 
  0.01      0.000     0.000     0.000     0.000        8   ActiveRecord::Associations::Builder::Association#valid_options 
  0.01      0.000     0.000     0.000     0.000       41   Fixnum#+ 
  0.01      0.001     0.000     0.000     0.000       16   Kernel#extend 
  0.01      0.001     0.000     0.000     0.000        4   ActiveRecord::ModelSchema::ClassMethods#table_name= 
  0.01      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Base>#_reflections= 
  0.01      0.000     0.000     0.000     0.000       73   String#freeze 
  0.01      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::CallbackChain#remove_duplicates 
  0.01      0.000     0.000     0.000     0.000       16   Module#const_set 
  0.01      0.000     0.000     0.000     0.000       16   Hash#merge! 
  0.01      0.000     0.000     0.000     0.000       21   ActiveModel::AttributeMethods::ClassMethods#attribute_method_matchers_cache 
  0.01      0.023     0.000     0.000     0.023       12   ActiveSupport::Dependencies::ClassCache#get 
  0.01      0.000     0.000     0.000     0.000       16   Array#to_a 
  0.01      0.000     0.000     0.000     0.000       73   SQLite3::Statement#column_decltype 
  0.01      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::Base>#_create_callbacks= 
  0.01      0.000     0.000     0.000     0.000       16   Time#minus_with_duration 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#defined_enums= 
  0.01      0.000     0.000     0.000     0.000        7   <Class::ActiveRecord::Base>#_update_callbacks= 
  0.01      0.125     0.000     0.000     0.125        3   ActiveRecord::Associations::Preloader::Association#associated_records_by_owner 
  0.01      0.000     0.000     0.000     0.000        6   ActiveSupport::LogSubscriber#color 
  0.01      0.010     0.000     0.000     0.010        5   ActiveRecord::Reflection::AssociationReflection#automatic_inverse_of 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::Logger::SimpleFormatter#call 
  0.01      0.000     0.000     0.000     0.000        6   Arel::Nodes::SelectCore#initialize 
  0.01      0.000     0.000     0.000     0.000       15   Arel::Visitors::ToSql#quote_table_name 
  0.01      0.000     0.000     0.000     0.000        9   Arel::Visitors::ToSql#visit_Arel_Attributes_Attribute 
  0.01      0.000     0.000     0.000     0.000       16   Time#minus_without_duration 
  0.01      0.000     0.000     0.000     0.000       12   ActiveSupport::Concern#included 
  0.01      0.000     0.000     0.000     0.000       25   Array#delete_if 
  0.01      0.000     0.000     0.000     0.000        8   ActiveRecord::Associations::Builder::Association#initialize 
  0.01      0.000     0.000     0.000     0.000       17   MonitorMixin#mon_check_owner 
  0.01      0.000     0.000     0.000     0.000       16   <Class::ActiveRecord::ExplainRegistry>#collect? 
  0.01      0.002     0.000     0.000     0.002       12   ActiveSupport::Inflector#pluralize 
  0.01      0.000     0.000     0.000     0.000        8   IO#set_encoding 
  0.01      0.000     0.000     0.000     0.000       42   <Class::ActiveRecord::Base>#skip_time_zone_conversion_for_attributes 
  0.01      0.000     0.000     0.000     0.000       25   <Class::ActiveSupport::Callbacks::Callback>#build 
  0.01      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#build_order 
  0.01      0.000     0.000     0.000     0.000       13   ActiveRecord::AttributeMethods::Write::ClassMethods#define_method_attribute= 
  0.01      0.000     0.000     0.000     0.000       16   <Class::ActiveRecord::LogSubscriber>#runtime 
  0.01      0.005     0.000     0.000     0.005        6   Arel::Visitors::DepthFirst#visit_Arel_Nodes_SelectCore 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::TaggedLogging::Formatter#call 
  0.01      0.002     0.000     0.000     0.002        8   <Class::ActiveRecord::Base>#before_save 
  0.01      0.005     0.000     0.000     0.005       16   ActiveSupport::Notifications::Instrumenter#finish 
  0.01      0.000     0.000     0.000     0.000       22   <Module::QualifiedConstUtils>#names 
  0.01      0.002     0.000     0.000     0.002       17   ActiveRecord::ConnectionAdapters::SchemaCache#table_exists? 
  0.01      0.000     0.000     0.000     0.000       42   <Class::ActiveRecord::Base>#serialized_attributes 
  0.01      0.006     0.000     0.000     0.006        8   Enumerable#grep 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Associations::Preloader::Association#initialize 
  0.01      0.000     0.000     0.000     0.000       17   Array#* 
  0.01      0.002     0.000     0.000     0.002        4   ActiveModel::Validations::ClassMethods#inherited 
  0.01      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Associations::Builder::Association>#define_readers 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::ConnectionAdapters::Column#extract_precision 
  0.01      0.000     0.000     0.000     0.000       21   ThreadSafe::NonConcurrentCacheBackend#clear 
  0.01      0.001     0.000     0.000     0.001       16   ActiveSupport::Notifications::Fanout#start 
  0.01      0.014     0.000     0.000     0.014       16   Enumerable#to_a 
  0.01      0.001     0.000     0.000     0.001        4   ActiveRecord::ModelSchema::ClassMethods#undecorated_table_name 
  0.01      0.005     0.000     0.000     0.005       16   ActiveSupport::Notifications::Fanout#finish 
  0.01      0.000     0.000     0.000     0.000       41   Mutex#initialize 
  0.01      0.000     0.000     0.000     0.000        6   Arel::SelectManager#initialize 
  0.01      0.679     0.000     0.000     0.679        1   UsersController#improved 
  0.01      0.000     0.000     0.000     0.000       10   ActiveRecord::Reflection::AssociationReflection#validate? 
  0.01      0.005     0.000     0.000     0.005        6   Arel::Visitors::DepthFirst#visit_Arel_Nodes_SelectStatement 
  0.01      0.023     0.000     0.000     0.023        6   ActiveRecord::Inheritance::ClassMethods#compute_type 
  0.01      0.000     0.000     0.000     0.000        9   Module#inspect 
  0.01      0.005     0.000     0.000     0.005        6   Arel::Visitors::ToSql#visit_Arel_Nodes_SelectStatement 
  0.01      0.001     0.000     0.000     0.001        2   ActiveRecord::Associations::Preloader::ThroughAssociation#through_scope 
  0.01      0.000     0.000     0.000     0.000       24   <Module::ActiveSupport::Dependencies>#autoload_paths 
  0.01      0.000     0.000     0.000     0.000       27   Array#push 
  0.01      0.000     0.000     0.000     0.000        4   Mutex_m#mu_extended 
  0.01      0.000     0.000     0.000     0.000        8   <Class::File>#expand_path 
  0.01      0.000     0.000     0.000     0.000       16   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime 
  0.01      0.001     0.000     0.000     0.001        6   ActiveRecord::QueryMethods#_select! 
  0.01      0.001     0.000     0.000     0.001        6   ActiveRecord::QueryMethods#build_select 
  0.01      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Associations::Builder::Association>#define_writers 
  0.01      0.000     0.000     0.000     0.000       16   <Class::ActiveRecord::RuntimeRegistry>#sql_runtime= 
  0.01      0.000     0.000     0.000     0.000       16   <Class::ActiveRecord::LogSubscriber>#runtime= 
  0.01      0.000     0.000     0.000     0.000       12   ActiveSupport::Dependencies#log 
  0.01      0.002     0.000     0.000     0.002       13   ActiveRecord::ModelSchema::ClassMethods#table_exists? 
  0.01      0.000     0.000     0.000     0.000       22   ActiveRecord::QueryMethods#includes_values 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::ConnectionAdapters::Column#extract_scale 
  0.01      0.000     0.000     0.000     0.000       16   <Class::ActiveSupport::Duration>#=== 
  0.01      0.003     0.000     0.000     0.003        4   ActiveRecord::AttributeMethods::ClassMethods#inherited 
  0.01      0.000     0.000     0.000     0.000        4   Array#select 
  0.01      0.001     0.000     0.000     0.001       16   ActiveSupport::Notifications::Instrumenter#start 
  0.01      0.000     0.000     0.000     0.000       16   ActiveRecord::ConnectionAdapters::Quoting#quote_table_name 
  0.01      0.023     0.000     0.000     0.023       60  *Enumerable#inject 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Enum#inherited 
  0.01      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Associations::Builder::SingularAssociation>#define_constructors 
  0.01      0.000     0.000     0.000     0.000       22   String#downcase 
  0.01      0.014     0.000     0.000     0.014       16   SQLite3::Statement#each 
  0.01      0.000     0.000     0.000     0.000        4   Set#merge 
  0.01      0.000     0.000     0.000     0.000       21   ActiveRecord::Inheritance::ClassMethods#abstract_class? 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#includes! 
  0.01      0.004     0.000     0.000     0.004        4   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#reset_primary_key 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::Associations::Preloader#preloader_for 
  0.01      0.001     0.000     0.000     0.000        9   Arel::Visitors::DepthFirst#visit_Arel_Attribute 
  0.01      0.010     0.000     0.000     0.010       12   Arel::Visitors::Visitor#accept 
  0.01      0.000     0.000     0.000     0.000        8   <Module::ActiveRecord::Reflection>#add_reflection 
  0.01      0.000     0.000     0.000     0.000       14   ActiveSupport::Callbacks::CallbackChain#prepend_one 
  0.01      0.000     0.000     0.000     0.000       14   Module#anonymous? 
  0.01      0.000     0.000     0.000     0.000       21   ThreadSafe::MriCacheBackend#clear 
  0.01      0.000     0.000     0.000     0.000       16   Logger#debug? 
  0.01      0.381     0.000     0.000     0.381        4  *ActiveRecord::Relation#exec_queries 
  0.01      0.000     0.000     0.000     0.000       25   ActiveSupport::Callbacks::CallbackChain#chain 
  0.01      0.001     0.000     0.000     0.001        8   Logger::LogDevice#write 
  0.01      0.002     0.000     0.000     0.002        4   ActiveRecord::Delegation::DelegateCache#inherited 
  0.01      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::DescendantsTracker>#store_inherited 
  0.01      0.027     0.000     0.000     0.027        9   Enumerable#each_with_object 
  0.01      0.002     0.000     0.000     0.002        8   <Module::ActiveRecord::Reflection>#create 
  0.01      0.000     0.000     0.000     0.000       10   Hash#assert_valid_keys 
  0.01      0.000     0.000     0.000     0.000       17   Mutex#lock 
  0.01      0.062     0.000     0.000     0.062        8  *ActiveRecord::Result#each 
  0.01      0.002     0.000     0.000     0.002        8   ActiveRecord::Associations::Builder::Association#build 
  0.01      0.000     0.000     0.000     0.000       14   ActiveSupport::Callbacks::Conditionals::Value#initialize 
  0.01      0.000     0.000     0.000     0.000        8   Module#initialize 
  0.01      0.000     0.000     0.000     0.000        6   Module#ancestors 
  0.01      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Associations::Builder::BelongsTo>#add_counter_cache_methods 
  0.01      0.358     0.000     0.000     0.358      531  *Hash#each 
  0.01      0.000     0.000     0.000     0.000       16   Numeric#quo 
  0.01      0.004     0.000     0.000     0.004        9   Arel::Visitors::DepthFirst#binary 
  0.01      0.000     0.000     0.000     0.000        8   ActiveRecord::Associations::Builder::Association#validate_options 
  0.01      0.000     0.000     0.000     0.000        8   ActiveSupport::TaggedLogging::Formatter#tags_text 
  0.01      0.000     0.000     0.000     0.000        4   ActiveRecord::ModelSchema::ClassMethods#full_table_name_prefix 
  0.01      0.000     0.000     0.000     0.000        6   Arel::SelectManager#from 
  0.00      0.000     0.000     0.000     0.000       16   ActiveRecord::ExplainRegistry#collect? 
  0.00      0.000     0.000     0.000     0.000       32   SQLite3::Statement#column_count 
  0.00      0.001     0.000     0.000     0.001       10   ActiveRecord::Associations::Preloader::Association#reflection_scope 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::CallbackChain#append_one 
  0.00      0.000     0.000     0.000     0.000        4   ThreadSafe::Cache#initialize 
  0.00      0.006     0.000     0.000     0.006        6   Arel::Nodes::Node#each 
  0.00      0.023     0.000     0.000     0.023        4   ActiveRecord::ConnectionAdapters::QueryCache#select_all 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#visit_Arel_Nodes_JoinSource 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Nodes::SelectStatement#initialize 
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Inflector#camelize 
  0.00      0.000     0.000     0.000     0.000       15   Arel::Visitors::DepthFirst#visit_Arel_Table 
  0.00      0.000     0.000     0.000     0.000       17   Hash#extractable_options? 
  0.00      0.000     0.000     0.000     0.000        7   <Class::Array>#wrap 
  0.00      0.000     0.000     0.000     0.000        4   Float#to_default_s 
  0.00      0.001     0.000     0.000     0.001        4   ActiveRecord::Delegation::DelegateCache#initialize_relation_delegate_cache 
  0.00      0.000     0.000     0.000     0.000        8   ActiveSupport::TaggedLogging::Formatter#current_tags 
  0.00      0.000     0.000     0.000     0.000        4   Array#uniq! 
  0.00      0.000     0.000     0.000     0.000       14   ActiveSupport::Callbacks::CallbackChain#prepend 
  0.00      0.000     0.000     0.000     0.000       16   ActiveRecord::ConnectionAdapters::AbstractAdapter#without_prepared_statement? 
  0.00      0.001     0.000     0.000     0.001        5   <Class::ActiveRecord::Associations::Builder::SingularAssociation>#define_accessors 
  0.00      0.002     0.000     0.000     0.002        4   #<Module:0x007fb75fe2ca70>#add 
  0.00      0.000     0.000     0.000     0.000       21   <Class::ActiveRecord::Base>#attribute_method_matchers 
  0.00      0.005     0.000     0.000     0.004        8   ActiveRecord::ConnectionAdapters::DatabaseStatements#to_sql 
  0.00      0.000     0.000     0.000     0.000       17   ActiveRecord::Reflection::AssociationReflection#collection? 
